name,arm,distance,cue,layer,rank,token
Elias,direct,0,cue_b,13,1,"\""."
Elias,direct,0,cue_b,13,2,".\"""
Elias,direct,0,cue_b,13,3,...\
Elias,direct,0,cue_b,13,4,"!""."
Elias,direct,0,cue_b,13,5,!...
Elias,direct,0,cue_b,13,6,"..."","
Elias,direct,0,cue_b,13,7,}...
Elias,direct,0,cue_b,13,8,\...
Elias,direct,0,cue_b,13,9, \...
Elias,direct,0,cue_b,13,10,...?
Elias,direct,0,cue_b,13,11,}.
Elias,direct,0,cue_b,13,12,"..."""
Elias,direct,0,cue_b,13,13,"...."""
Elias,direct,0,cue_b,13,14,...
Elias,direct,0,cue_b,13,15,!\
Elias,direct,0,cue_b,13,16,"?""."
Elias,direct,0,cue_b,13,17,....
Elias,direct,0,cue_b,13,18,...\...\
Elias,direct,0,cue_b,13,19,"...,"
Elias,direct,0,cue_b,13,20,.....
Elias,direct,0,cue_b,14,1,"\""."
Elias,direct,0,cue_b,14,2,...\
Elias,direct,0,cue_b,14,3,}...
Elias,direct,0,cue_b,14,4,".\"""
Elias,direct,0,cue_b,14,5,"..."","
Elias,direct,0,cue_b,14,6,}.
Elias,direct,0,cue_b,14,7,\...
Elias,direct,0,cue_b,14,8,...?
Elias,direct,0,cue_b,14,9,...</
Elias,direct,0,cue_b,14,10, \...
Elias,direct,0,cue_b,14,11, }.
Elias,direct,0,cue_b,14,12,"..."""
Elias,direct,0,cue_b,14,13,...
Elias,direct,0,cue_b,14,14,!...
Elias,direct,0,cue_b,14,15,.\\
Elias,direct,0,cue_b,14,16,.....
Elias,direct,0,cue_b,14,17,"...."""
Elias,direct,0,cue_b,14,18,...\...\
Elias,direct,0,cue_b,14,19,!\
Elias,direct,0,cue_b,14,20,...).
Elias,direct,0,cue_b,15,1,...
Elias,direct,0,cue_b,15,2,....
Elias,direct,0,cue_b,15,3,...\
Elias,direct,0,cue_b,15,4, believed
Elias,direct,0,cue_b,15,5,"\""."
Elias,direct,0,cue_b,15,6,.....
Elias,direct,0,cue_b,15,7,...?
Elias,direct,0,cue_b,15,8, ...
Elias,direct,0,cue_b,15,9, people
Elias,direct,0,cue_b,15,10, ....
Elias,direct,0,cue_b,15,11,}.
Elias,direct,0,cue_b,15,12, also
Elias,direct,0,cue_b,15,13, indeed
Elias,direct,0,cue_b,15,14,".\"""
Elias,direct,0,cue_b,15,15, .....
Elias,direct,0,cue_b,15,16,}...
Elias,direct,0,cue_b,15,17, because
Elias,direct,0,cue_b,15,18,!...
Elias,direct,0,cue_b,15,19, famous
Elias,direct,0,cue_b,15,20, _____
Elias,direct,0,cue_b,16,1,...\
Elias,direct,0,cue_b,16,2,...?
Elias,direct,0,cue_b,16,3,....
Elias,direct,0,cue_b,16,4,...
Elias,direct,0,cue_b,16,5,.....
Elias,direct,0,cue_b,16,6, likely
Elias,direct,0,cue_b,16,7, because
Elias,direct,0,cue_b,16,8, believed
Elias,direct,0,cue_b,16,9, mindset
Elias,direct,0,cue_b,16,10, ....
Elias,direct,0,cue_b,16,11, people
Elias,direct,0,cue_b,16,12,",..."
Elias,direct,0,cue_b,16,13,...).
Elias,direct,0,cue_b,16,14, _____
Elias,direct,0,cue_b,16,15,!...
Elias,direct,0,cue_b,16,16, humility
Elias,direct,0,cue_b,16,17, emotional
Elias,direct,0,cue_b,16,18, ...
Elias,direct,0,cue_b,16,19, ____
Elias,direct,0,cue_b,16,20, humans
Elias,direct,0,cue_b,17,1, because
Elias,direct,0,cue_b,17,2, likely
Elias,direct,0,cue_b,17,3, people
Elias,direct,0,cue_b,17,4, loyalty
Elias,direct,0,cue_b,17,5, someone
Elias,direct,0,cue_b,17,6, happiness
Elias,direct,0,cue_b,17,7, probably
Elias,direct,0,cue_b,17,8, believed
Elias,direct,0,cue_b,17,9, humility
Elias,direct,0,cue_b,17,10, pride
Elias,direct,0,cue_b,17,11, kindness
Elias,direct,0,cue_b,17,12, humans
Elias,direct,0,cue_b,17,13, indeed
Elias,direct,0,cue_b,17,14, mindset
Elias,direct,0,cue_b,17,15, good
Elias,direct,0,cue_b,17,16, hardworking
Elias,direct,0,cue_b,17,17, trustworthy
Elias,direct,0,cue_b,17,18, being
Elias,direct,0,cue_b,17,19, love
Elias,direct,0,cue_b,17,20, emotional
Elias,direct,0,cue_b,18,1, likely
Elias,direct,0,cue_b,18,2, hardworking
Elias,direct,0,cue_b,18,3, someone
Elias,direct,0,cue_b,18,4, trustworthy
Elias,direct,0,cue_b,18,5, probably
Elias,direct,0,cue_b,18,6, people
Elias,direct,0,cue_b,18,7, because
Elias,direct,0,cue_b,18,8, humans
Elias,direct,0,cue_b,18,9, mindset
Elias,direct,0,cue_b,18,10, humility
Elias,direct,0,cue_b,18,11, believable
Elias,direct,0,cue_b,18,12, happiness
Elias,direct,0,cue_b,18,13, thoughtful
Elias,direct,0,cue_b,18,14, emotional
Elias,direct,0,cue_b,18,15, good
Elias,direct,0,cue_b,18,16, believed
Elias,direct,0,cue_b,18,17, dependable
Elias,direct,0,cue_b,18,18, passionate
Elias,direct,0,cue_b,18,19, kindness
Elias,direct,0,cue_b,18,20, talented
Elias,direct,0,cue_b,19,1, hardworking
Elias,direct,0,cue_b,19,2, likely
Elias,direct,0,cue_b,19,3, someone
Elias,direct,0,cue_b,19,4, his
Elias,direct,0,cue_b,19,5, probably
Elias,direct,0,cue_b,19,6, trustworthy
Elias,direct,0,cue_b,19,7, thoughtful
Elias,direct,0,cue_b,19,8, emotional
Elias,direct,0,cue_b,19,9, characterized
Elias,direct,0,cue_b,19,10, idealistic
Elias,direct,0,cue_b,19,11, personable
Elias,direct,0,cue_b,19,12, talented
Elias,direct,0,cue_b,19,13, empathetic
Elias,direct,0,cue_b,19,14, mindset
Elias,direct,0,cue_b,19,15, believable
Elias,direct,0,cue_b,19,16, passionate
Elias,direct,0,cue_b,19,17, people
Elias,direct,0,cue_b,19,18, dependable
Elias,direct,0,cue_b,19,19, good
Elias,direct,0,cue_b,19,20, portrayed
Elias,direct,0,cue_b,20,1, hardworking
Elias,direct,0,cue_b,20,2, trustworthy
Elias,direct,0,cue_b,20,3, someone
Elias,direct,0,cue_b,20,4, personable
Elias,direct,0,cue_b,20,5, thoughtful
Elias,direct,0,cue_b,20,6, dependable
Elias,direct,0,cue_b,20,7, believable
Elias,direct,0,cue_b,20,8, empathetic
Elias,direct,0,cue_b,20,9, likely
Elias,direct,0,cue_b,20,10, reliable
Elias,direct,0,cue_b,20,11, talented
